,mean,sd,r_hat,ess_bulk,ess_tail
bhmm::mea_mu_obs[45],2.0756585027172587,0.34652217701911225,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[46],1.9012885798248347,0.32170804518470314,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[47],1.7408884896300199,0.2980547638660064,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[48],1.593502873164155,0.27566474690713466,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[49],1.4581988259191232,0.25458819670597516,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[50],1.3340787597004713,0.2348369137776082,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[51],1.2202884406730414,0.2163950055394104,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[52],1.1160215512100289,0.19922710257818177,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[53],1.020521780097783,0.18328460108442088,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[54],0.9330831822296022,0.1685103622813205,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[55],0.8530493514638168,0.15484221654433492,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[56],0.7798118024022517,0.14221554830938493,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[57],0.7128078470445289,0.13056517863173542,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[58],0.65151817173585,0.11982671391577887,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[59],0.5954642604784501,0.10993749095126816,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[60],0.5442057671733205,0.10083721807996976,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[61],0.4973379080074131,0.09246838914191982,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[62],0.4544889220555931,0.08477652868834905,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[63],0.41531763132127986,0.07771031253543802,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[64],0.37951112048234825,0.07122159758581131,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[65],0.34678254624810045,0.06526538653085333,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[66],0.3168690821001576,0.059799746610933506,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[67],0.28952999850033895,0.05478569686136877,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[68],0.264544876282987,0.05018707503235542,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[69],0.241711949027043,0.04597039209636406,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[70],0.22084656862565658,0.04210468031967758,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[71],0.20177978782240594,0.03856133957890357,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[72],0.18435705279946193,0.03531398495184532,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[73],0.16843699902405423,0.03233829781171879,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[74],0.15389034329440787,0.029611882173810108,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[75],0.14059886536549537,0.027114127182683377,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[76],0.1284544726207678,0.02482607639221342,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[77],0.11735834156730368,0.022730304370909702,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[78],0.10722013041485219,0.020810800658794336,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[79],0.09795725707930115,0.019052860977814133,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[80],0.08949423753788503,0.01744298564865329,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[81],0.08176207964308072,0.015968784934500227,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[82],0.07469772803687139,0.014618891028973457,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[83],0.06824355585987364,0.013382876498350734,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[84],0.06234689957383172,0.012251178696532606,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::mea_mu_obs[85],0.05695963335075556,0.011215029862254831,1.0003925143977277,8063.983483452072,4962.187128121114
bhmm::n_attack_rate,0.14092843578303796,0.0336705381831908,1.0009071860400809,2465.6051692653336,3770.487043395079
