,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
bhmm::e_mu_obs[113],1.0978246373243006,0.17032671110933,0.844772062538893,1.3902352373117177,7097.363395554899,6164.249475216339,1.0000407954815032,0.002028519768166622,0.0020483587088934345
bhmm::e_mu_obs[114],1.056478875416852,0.1659772392623039,0.8103499047834407,1.3416209174820573,7100.748550238356,6115.599352222192,1.0000412274662087,0.0019754771823390273,0.0020072784240881603
bhmm::e_mu_obs[115],1.0163944391323725,0.16164765495056369,0.7776362531360941,1.2941354969961287,7107.2075078884545,6032.541302377501,1.000039659642381,0.0019227890402141606,0.0019659049936453193
bhmm::e_mu_obs[116],0.9775578123165628,0.1573452091818395,0.7462432576291361,1.2484211760978787,7112.819916039621,6094.585022073972,1.000037109438685,0.0018705348456820178,0.0019243082781830404
bhmm::e_mu_obs[117],0.9399532200730691,0.1530766340074521,0.7155308322063069,1.2037997065328618,7120.282257754516,6115.79567874535,1.0000384188239735,0.0018187880176907343,0.0018825578725044808
bhmm::e_mu_obs[118],0.9035628832677373,0.1488481431998525,0.6864234096520724,1.1602396618475068,7126.724475531254,6096.679747466985,1.0000383601133624,0.001767615948691187,0.0018407225247218351
bhmm::e_mu_obs[119],0.8683672640442569,0.14466543753969247,0.657784052256547,1.117256440525016,7134.357182850909,6036.778670310915,1.0000358043097686,0.001717080099572893,0.001798869466812662
bhmm::e_mu_obs[120],0.8343452911530532,0.14053371648392424,0.6303229516070462,1.0759595029146012,7137.235423186494,5991.233118186743,1.0000355456102614,0.0016672361702738054,0.0017570639014767389
bhmm::e_mu_obs[121],0.8014745680478763,0.13645769000592883,0.6036158976963563,1.0355968353981675,7146.400700196717,5985.1036247779675,1.0000357646530764,0.0016181342674423621,0.001715368723719895
bhmm::e_mu_obs[122],0.7697315727657419,0.13244159283707987,0.5781954773092783,0.997296564102645,7151.656142146926,5996.63343971842,1.0000363738924494,0.00156981908422042,0.001673844128636312
bhmm::e_mu_obs[123],0.7390918401600939,0.1284892039144528,0.5534381477567918,0.9595255374041396,7159.000907065966,6040.264313236975,1.0000340714045248,0.0015223301441269828,0.0016325473012683406
bhmm::e_mu_obs[124],0.7095301268237276,0.12460386474759565,0.5299557152417361,0.9233464387228048,7168.422111952172,6093.72697629211,1.0000324306419164,0.0014757020311440495,0.0015915323496464397
bhmm::e_mu_obs[125],0.6810205691085486,0.12078849818201433,0.5071816713437217,0.8883978848635599,7172.656011099418,6012.244042843507,1.0000325853127185,0.0014299646104504167,0.0015508501172817979
bhmm::e_mu_obs[126],0.6535368257849986,0.11704563118676341,0.485598997426135,0.8539646061917796,7176.5454563283865,5882.530758839939,1.0000327886726093,0.0013851433003170405,0.0015105480278933138
bhmm::e_mu_obs[127],0.627052204668328,0.11337741624751281,0.46511940261791385,0.82150910082024,7184.303977592925,5817.026212045535,1.0000331060484342,0.0013412593287954297,0.001470670157299314
bhmm::e_mu_obs[128],0.6015397842667338,0.1097856515077852,0.4446127109608985,0.7901631694571802,7188.0757958709155,5867.741284941052,1.000033868116268,0.0013034317458973635,0.0014312571798396675
bhmm::e_mu_obs[129],0.5769725213984355,0.10627180410922438,0.4253047440476502,0.7596813982819172,7190.4049530378215,5975.538746372432,1.000034448736352,0.0012614327615256206,0.00139234632784349
bhmm::e_mu_obs[130],0.5533233453608295,0.10283703206124789,0.4067601230911835,0.7299136134157618,7195.743498601345,5953.6064973177245,1.0000339198096995,0.001220403158954984,0.0013539715483312663
bhmm::e_mu_obs[131],0.5305652488307255,0.09948220380980667,0.3891373277693048,0.7012244392487722,7201.633116681549,5964.663768679107,1.0000325911428425,0.001180350861858798,0.0013161635240908805
bhmm::e_mu_obs[132],0.5086713654284867,0.09620792044787135,0.3720567418211331,0.673676507800167,7205.216104332528,5931.27716985942,1.0000620833386344,0.0011412807670023771,0.0012789497191112303
bhmm::e_mu_obs[133],0.48761503782594057,0.09301453619228678,0.3556016709692412,0.6468397051447179,7210.409657454596,6021.922153383305,1.0000607403566653,0.0011031949835503937,0.0012423545761923928
bhmm::e_mu_obs[134],0.4673698828566262,0.08990217648585754,0.33989159163142063,0.6216940775737202,7218.621823983171,5978.641234999253,1.0000433138902292,0.0010660930383011536,0.0012063995719677097
bhmm::e_mu_obs[135],0.4479098438635385,0.0868707582774691,0.32470173882734665,0.5969583859395413,7223.309254028062,5984.7217133317345,1.000035080520788,0.0010299721142593874,0.0011711033280485913
bhmm::e_mu_obs[136],0.42920923928131877,0.08392000757749696,0.3105427908646875,0.5733498357708208,7230.708799518429,5928.098733289895,1.000034620832493,0.0009948272520380757,0.0011364818127078372
bhmm::e_mu_obs[137],0.41124280586800854,0.08104947605608864,0.29677743053667693,0.5507945602338503,7236.578927798777,5956.21619000672,1.0000445386549044,0.0009606515388051811,0.0011025484084495431
bhmm::e_mu_obs[138],0.3939857316048344,0.07825855889974669,0.2835142521174062,0.5289401756999778,7239.911410804865,5968.140938463416,1.0000597537769398,0.0009274363174625246,0.0010693140748164376
bhmm::flu_mu_obs[0],41.20070168251818,57.15444652803087,15.548622500387626,116.6027396368019,3468.052866391254,1791.4854465943881,1.0017350577001034,1.550786470820656,3.189917951119257
bhmm::flu_mu_obs[1],52.8826927455592,58.80003337470683,20.8058744504953,161.53633265813428,3494.7707230239794,1791.4854465943881,1.0017352251289684,1.5760766750009096,2.8791838866863455
bhmm::flu_mu_obs[2],66.94031595822962,59.172492211699605,27.626965380231162,206.76093354855675,3525.1205344058017,1791.4854465943881,1.0016532600518429,1.534189497202413,2.4419798148012335
bhmm::flu_mu_obs[3],83.41489188456195,58.62391504092247,36.32998451350795,223.8135118939068,3635.8197726795624,1791.4854465943881,1.0015479686492819,1.4283109603962234,1.9304096082951894
bhmm::flu_mu_obs[4],101.96725447326048,57.304903250518315,47.19560569929967,235.77418911367351,3876.310465413174,1941.7904708977508,1.0012734286148504,1.2627411342489179,1.417395182513572
bhmm::flu_mu_obs[5],121.80878029142374,55.15976617975772,60.392048350866546,243.2534473737782,4279.237672239807,2406.4159597422918,1.0009853502014057,1.0515579470072696,0.9827882369592867
bhmm::flu_mu_obs[6],141.74213176755606,52.05803118908043,75.87800219214037,249.83625117877023,5094.9761359983695,3685.1022976544177,1.0006274103350425,0.8378651652333147,0.6783944987156113
bhmm::flu_mu_obs[7],160.32196227504346,47.99510881378075,93.3043124521955,251.5883618052057,6174.978425627066,4477.6870242814,1.0001313910808274,0.6427034169966083,0.49963865478818725
bhmm::flu_mu_obs[8],176.0991807983511,43.259021266116925,108.94833681593151,249.55528910694582,6203.586631906018,4872.168138163545,0.999952765311235,0.5435749358991552,0.43721889535846437
bhmm::flu_mu_obs[9],187.87617793188366,38.48284576907682,122.80887799469392,242.65527480369084,5136.865744312335,3735.1264400391046,1.0000112501948097,0.5567002052975492,0.561017747343929
bhmm::flu_mu_obs[10],194.8969537370795,34.52776815069845,134.22240450486396,233.79273966836095,4300.53162528186,2752.627111548128,1.0002757186125786,0.6469412840221892,0.8677120923136831
bhmm::flu_mu_obs[11],196.92620178162235,32.14518143318241,140.83854057383547,223.99704657229938,3547.099873071531,2155.146055583832,1.0005488796081574,0.7536681947826431,1.214040305402822
bhmm::flu_mu_obs[12],194.2153840250553,31.520136449809012,137.98502419931864,214.05703004413004,2802.2805208621403,1790.734440574054,1.0007652854330773,0.8412099682829567,1.4498192938300827
bhmm::flu_mu_obs[13],187.38835669705654,32.14084178160548,123.57613062405271,204.42510929097298,2251.916822450965,1694.4024658158228,1.0010676924053392,0.8951440766111445,1.5183162596689803
bhmm::mea_mu_obs[0],0.0010000000000000005,1.2555061157382141e-16,0.001,0.001,8000.0,8000.0,,4.8490025901942675e-21,0.0
bhmm::mea_mu_obs[1],0.09206635445689608,0.009157201671768707,0.07887747718304829,0.10758870127223123,8063.983483452068,4962.187128121114,1.0003925143977277,0.0001031459077327722,0.0001360673942940804
bhmm::mea_mu_obs[2],0.17328983321880856,0.01805081056635955,0.14744600431872473,0.20394228029846717,8063.983483452068,4962.187128121114,1.0003925143977277,0.00020348061032542862,0.0002705512750552295
bhmm::mea_mu_obs[3],0.2523111071104069,0.02818736554449849,0.21231198458232725,0.30029610272094615,8063.983483452068,4962.187128121114,1.0003925143977277,0.00031812057065767896,0.0004280928119450865
bhmm::mea_mu_obs[4],0.335750135052705,0.04081061683245092,0.2784487595932694,0.4054129200476862,8063.983483452068,4962.187128121114,1.0003925143977277,0.00046124178221334367,0.0006298613913219881
bhmm::mea_mu_obs[5],0.42910448329478107,0.05709260374275871,0.34984083207673083,0.5268128842000517,8063.983483452068,4962.187128121114,1.0003925143977277,0.0006500715050860995,0.0008967160896741352
bhmm::mea_mu_obs[6],0.537333465463274,0.0782456825994146,0.4299142387867913,0.6715525877439714,8063.983483452068,4962.187128121114,1.0003925143977277,0.0008945866019439488,0.0012509179613187222
bhmm::mea_mu_obs[7],0.6652300177574194,0.10557686657396279,0.521824077192477,0.846693128196112,8063.983483452068,4962.187128121114,1.0003925143977277,0.0012117816151283548,0.001716630423967197
bhmm::mea_mu_obs[8],0.8176345839905016,0.1404882033541701,0.6286423745989351,1.0595199155499428,8063.983483452068,4962.187128121114,1.0003925143977277,0.0016182090860667306,0.002319028124663511
bhmm::mea_mu_obs[9],0.9995131159519787,0.18441463911753758,0.7534712165027934,1.317523348548507,8063.983483452068,4962.187128121114,1.0003925143977277,0.0021306497530217826,0.003087815220512682
bhmm::mea_mu_obs[10],1.2158985043396686,0.23868287420378334,0.899493339875571,1.6281111193048814,8063.983483452068,4962.187128121114,1.0003925143977277,0.0027642337635799116,0.004029533872359297
bhmm::mea_mu_obs[11],1.4716794204289605,0.30427326694688794,1.069963278204948,1.9979994300984592,8063.983483452068,4962.187128121114,1.0003925143977277,0.003529322732208672,0.005150922040874756
bhmm::mea_mu_obs[12],1.7712140290389107,0.3814766720594078,1.2681354770681752,2.4322298300079477,8063.983483452068,4962.187128121114,1.0003925143977277,0.004427080744599507,0.00643127910902012
bhmm::mea_mu_obs[13],2.117752428262098,0.4694647496538725,1.4971214083196334,2.932795369350433,8063.983483452068,4962.187128121114,1.0003925143977277,0.005444054592367112,0.00780523120432462
bhmm::mea_mu_obs[14],2.5126765250983336,0.5658373633799496,1.7596660855750408,3.4969521183142205,8063.983483452068,4962.187128121114,1.0003925143977277,0.006546736269234935,0.00921637666766304
bhmm::mea_mu_obs[15],2.954613263310909,0.6662653244213635,2.057836485642557,4.115449369330329,8063.983483452068,4962.187128121114,1.0003925143977277,0.007677854799778573,0.01053946211112397
bhmm::mea_mu_obs[16],3.4385437898637536,0.7643878170315321,2.392621935313196,4.771114542023727,8063.983483452068,4962.187128121114,1.0003925143977277,0.00875666657293031,0.011648568201829804
bhmm::mea_mu_obs[17],3.9551020758783886,0.852120031460048,2.7634610843578544,5.438405179006625,8063.983483452068,4962.187128121114,1.0003925143977277,0.009685259116137254,0.012425332802206762
bhmm::mea_mu_obs[18],4.490302556673293,0.9204550094599743,3.167732304180213,6.084561731466047,8063.983483452068,4962.187128121114,1.0003925143977277,0.010382506269875847,0.012782130565386051
bhmm::mea_mu_obs[19],5.025921635072521,0.9607086145952649,3.6002729059774543,6.672722771049647,8063.983483452068,4962.187128121114,1.0003925143977277,0.010794033233678793,0.012679953936566256
bhmm::mea_mu_obs[20],5.540657256614169,0.9659970094802407,4.053022821272737,7.166761470214754,8062.8483381842425,4962.187128121114,1.0003898951246104,0.010810276901978987,0.012074809299056136
bhmm::mea_mu_obs[21],6.012010850816317,0.9326175548982921,4.514910220544231,7.536847546855065,8052.859381924983,4962.187128121114,1.00039794044594,0.01040114744304757,0.011118584388384284
bhmm::mea_mu_obs[22],6.418625553554664,0.8609926829023855,4.972096522421464,7.763597139039558,8045.689299234072,4962.187128121114,1.0004223520137652,0.00958491205985975,0.009948870964011014
bhmm::mea_mu_obs[23],6.742651661435525,0.7559681455648377,5.4086630560433395,7.839003489969752,8033.634070438085,4957.413590998906,1.0004154375726524,0.008429313466975525,0.008655393603172296
bhmm::mea_mu_obs[24],6.971666245444792,0.6265346227769243,5.807745965208722,7.765644954221132,7955.24402771077,5418.252467010707,1.0005077311422683,0.007047317113451206,0.007505316831312206
bhmm::mea_mu_obs[25],7.099774980908803,0.485511402671781,6.153018143594583,7.604851745932089,7994.708444746698,6089.186202900426,1.0006112327501988,0.005738574864591196,0.00665034613141672
bhmm::mea_mu_obs[26],7.127735037686368,0.35075447171357244,6.425195088219503,7.426459507719364,6517.651120753829,5721.642141794387,1.000218226268277,0.0047492528288200385,0.006082866507154654
bhmm::mea_mu_obs[27],7.0621784479205765,0.25139258685856253,6.568282096829231,7.247957262163803,4401.127859978939,4593.528777348148,1.0003341693030905,0.004197960638067009,0.0059371192465487626
bhmm::mea_mu_obs[28],6.914202124809442,0.22894396275576331,6.474943433444908,7.075988499292246,3948.103784932459,3530.8398192698783,1.0005639081708408,0.004115513925682788,0.006014856156435713
bhmm::mea_mu_obs[29],6.697673709353841,0.2800172184215043,6.153068437929616,6.909760279345343,5649.338887991674,4577.204963210338,1.000050001920006,0.004286818452516203,0.006043091657702813
bhmm::mea_mu_obs[30],6.427579703360506,0.35440917169443403,5.738637311667053,6.746368504215776,6860.404540958264,4824.946324058535,1.0002288019423453,0.0046922008189865996,0.005991000842851328
bhmm::mea_mu_obs[31],6.118648437534865,0.4235933685429366,5.319192208566302,6.582492202742002,7653.844502637833,4962.187128121114,1.0004159529732615,0.005227005266479734,0.006125205614455411
bhmm::mea_mu_obs[32],5.784362670795848,0.4783953031715456,4.912666698728325,6.3990755178115934,7900.357659920503,4962.187128121114,1.0003902309153965,0.005665430620813497,0.00630079042929737
bhmm::mea_mu_obs[33],5.43637328264942,0.5169269024637216,4.525165871857396,6.167263050536711,7963.709488906812,4962.187128121114,1.0003642152954941,0.0059244185830823306,0.006476566063113983
bhmm::mea_mu_obs[34],5.084256883811413,0.5400943037393825,4.159849781430956,5.891515166671846,8052.249856466783,4962.187128121114,1.0003815781697698,0.006086420194165762,0.0066202885471374024
bhmm::mea_mu_obs[35],4.735528323175653,0.5499201690592714,3.818215032548444,5.588806822688158,8069.096972307136,4962.187128121114,1.0003889231461682,0.006166147289967791,0.006705413538973776
bhmm::mea_mu_obs[36],4.395816139119791,0.5487863874503464,3.500612666098921,5.2704408344491585,8063.983483452072,4962.187128121114,1.0003925143977277,0.006133311961870123,0.00670635686423946
bhmm::mea_mu_obs[37],4.069122833942677,0.5390517216877271,3.206637279536979,4.945319709302704,8063.983483452072,4962.187128121114,1.0003925143977277,0.00601137737541458,0.006640947014204123
bhmm::mea_mu_obs[38],3.7581125382794007,0.5228594659905952,2.935407686883216,4.620640164560829,8063.983483452072,4962.187128121114,1.0003925143977277,0.0058221899321165005,0.0065147387689225185
bhmm::mea_mu_obs[39],3.4643889782762285,0.502053720195483,2.6857631010734324,4.3019683430068385,8063.983483452072,4962.187128121114,1.0003925143977277,0.005584843421152906,0.006336305945805617
bhmm::mea_mu_obs[40],3.1887433116902377,0.4781593902823214,2.4563967503698314,3.9934146579765364,8063.983483452072,4962.187128121114,1.0003925143977277,0.005315301933136677,0.006115539243910762
bhmm::mea_mu_obs[41],2.9313633152171303,0.4523979972259203,2.245944731544703,3.697854289702086,8063.983483452072,4962.187128121114,1.0003925143977277,0.005026458157146253,0.005862468310505024
bhmm::mea_mu_obs[42],2.69200297585184,0.4257214122553236,2.0530436103182685,3.4171556459418513,8063.983483452072,4962.187128121114,1.0003925143977277,0.004728420596968354,0.005586509739541887
bhmm::mea_mu_obs[43],2.470115744286857,0.398852339193227,1.876366599012445,3.1523938018144513,8063.983483452072,4962.187128121114,1.0003925143977277,0.004428899352477438,0.0052960413148539194
bhmm::mea_mu_obs[44],2.2649565961437914,0.37232495290649736,1.7146452600882602,2.904037239441822,8063.983483452072,4962.187128121114,1.0003925143977277,0.004133611862893749,0.004995218705038565
bhmm::mea_mu_obs[45],2.0756585027172587,0.34652217701911225,1.5666815533396992,2.672103888379854,8063.983483452072,4962.187128121114,1.0003925143977277,0.0038466649350018135,0.0046930982863696395
bhmm::mea_mu_obs[46],1.9012885798248347,0.32170804518470314,1.4313535234326678,2.4562871360206073,8063.983483452072,4962.187128121114,1.0003925143977277,0.003570892032867274,0.00439488466675729
bhmm::mea_mu_obs[47],1.7408884896300199,0.2980547638660064,1.3076168619158512,2.256054914623414,8063.983483452072,4962.187128121114,1.0003925143977277,0.003308138705667349,0.004104085516439824
bhmm::mea_mu_obs[48],1.593502873164155,0.27566474690713466,1.1945038492567064,2.0707259087115872,8063.983483452072,4962.187128121114,1.0003925143977277,0.003059497019423424,0.003823289512945816
bhmm::mea_mu_obs[49],1.4581988259191232,0.25458819670597516,1.0911206798841417,1.8995270683620074,8063.983483452072,4962.187128121114,1.0003925143977277,0.0028254938535836704,0.003554318178192971
bhmm::mea_mu_obs[50],1.3340787597004713,0.2348369137776082,0.9966438455305285,1.7416362487492756,8063.983483452072,4962.187128121114,1.0003925143977277,0.0026062395647010184,0.003298367643644668
bhmm::mea_mu_obs[51],1.2202884406730414,0.2163950055394104,0.9103160169187106,1.5962132548582695,8063.983483452072,4962.187128121114,1.0003925143977277,0.0024015437369787713,0.0030561347432186826
bhmm::mea_mu_obs[52],1.1160215512100289,0.19922710257818177,0.8314417132742423,1.4624219844439945,8063.983483452072,4962.187128121114,1.0003925143977277,0.0022110042773376866,0.002827925564994552
bhmm::mea_mu_obs[53],1.020521780097783,0.18328460108442088,0.7593829515813972,1.3394458493749957,8063.983483452072,4962.187128121114,1.0003925143977277,0.002034075278423184,0.002613746506423652
bhmm::mea_mu_obs[54],0.9330831822296022,0.1685103622813205,0.6935549920052673,1.22649814900061,8063.983483452072,4962.187128121114,1.0003925143977277,0.0018701182111486461,0.002413379152914958
bhmm::mea_mu_obs[55],0.8530493514638168,0.15484221654433492,0.6334222528209,1.1228287108614765,8063.983483452072,4962.187128121114,1.0003925143977277,0.001718440157348925,0.002226440852022333
bhmm::mea_mu_obs[56],0.7798118024022517,0.14221554830938493,0.578494437478019,1.0277277934308449,8063.983483452072,4962.187128121114,1.0003925143977277,0.0015783220474054926,0.0020524330285981913
bhmm::mea_mu_obs[57],0.7128078470445289,0.13056517863173542,0.5283228947351779,0.9405280040608208,8063.983483452072,4962.187128121114,1.0003925143977277,0.0014490392433205294,0.0018907792319363744
bhmm::mea_mu_obs[58],0.65151817173585,0.11982671391577887,0.48249722019157404,0.8606047972883525,8063.983483452072,4962.187128121114,1.0003925143977277,0.0013298762929642113,0.0017408547313216226
bhmm::mea_mu_obs[59],0.5954642604784501,0.10993749095126816,0.4406420984484169,0.7873759755151041,8063.983483452072,4962.187128121114,1.0003925143977277,0.0012201372698629929,0.0016020092496180577
bhmm::mea_mu_obs[60],0.5442057671733205,0.10083721807996976,0.4024143806407853,0.7203005054608066,8063.983483452072,4962.187128121114,1.0003925143977277,0.0011191527859622098,0.0014735841876637743
bhmm::mea_mu_obs[61],0.4973379080074131,0.09246838914191982,0.36750038482117936,0.658876881370956,8063.983483452072,4962.187128121114,1.0003925143977277,0.0010262845139254093,0.001354925473230022
bhmm::mea_mu_obs[62],0.4544889220555931,0.08477652868834905,0.33561340839937076,0.6026412025671665,8063.983483452072,4962.187128121114,1.0003925143977277,0.0009409278587112323,0.001245392951847877
bhmm::mea_mu_obs[63],0.41531763132127986,0.07771031253543802,0.30649144057513167,0.5511650908230086,8063.983483452072,4962.187128121114,1.0003925143977277,0.00086251326091477,0.0011443670721698618
bhmm::mea_mu_obs[64],0.37951112048234825,0.07122159758581131,0.27989506108975015,0.5040535356778674,8063.983483452072,4962.187128121114,1.0003925143977277,0.0007905065036637616,0.0010512534717630054
bhmm::mea_mu_obs[65],0.34678254624810045,0.06526538653085333,0.25560551099323814,0.46094273102896943,8063.983483452072,4962.187128121114,1.0003925143977277,0.0007244083043000386,0.0009654859444255039
bhmm::mea_mu_obs[66],0.3168690821001576,0.059799746610933506,0.2334229247743264,0.421497947409009,8063.983483452072,4962.187128121114,1.0003925143977277,0.0006637534014466723,0.0008865281629242597
bhmm::mea_mu_obs[67],0.28952999850033895,0.05478569686136877,0.213164711087445,0.3854114703487724,8063.983483452072,4962.187128121114,1.0003925143977277,0.0006081092961796195,0.0008138744672068471
bhmm::mea_mu_obs[68],0.264544876282987,0.05018707503235542,0.19466406771099007,0.3524006262998144,8063.983483452072,4962.187128121114,1.0003925143977277,0.0005570747700741263,0.0007470499517919755
bhmm::mea_mu_obs[69],0.241711949027043,0.04597039209636406,0.17776862329540677,0.3222059066990108,8063.983483452072,4962.187128121114,1.0003925143977277,0.0005102782675901568,0.0006856100314406006
bhmm::mea_mu_obs[70],0.22084656862565658,0.04210468031967758,0.16233919458249482,0.2945891955464522,8063.983483452072,4962.187128121114,1.0003925143977277,0.0004673762080560355,0.0006291396359251812
bhmm::mea_mu_obs[71],0.20177978782240594,0.03856133957890357,0.14824864881040567,0.26933210622524323,8063.983483452072,4962.187128121114,1.0003925143977277,0.00042805127883227155,0.0005772521465333696
bhmm::mea_mu_obs[72],0.18435705279946193,0.03531398495184532,0.13538086413357842,0.24623442599603015,8063.983483452072,4962.187128121114,1.0003925143977277,0.0003920107434047082,0.000531106433225732
bhmm::mea_mu_obs[73],0.16843699902405423,0.03233829781171879,0.1236297792294213,0.22511266656666865,8063.983483452072,4962.187128121114,1.0003925143977277,0.00035898478891111424,0.00048722579934473275
bhmm::mea_mu_obs[74],0.15389034329440787,0.029611882173810108,0.11289852322050709,0.20579871847153,8063.983483452072,4962.187128121114,1.0003925143977277,0.00032872493209395743,0.00044693274667095015
bhmm::mea_mu_obs[75],0.14059886536549537,0.027114127182683377,0.1030986211359908,0.1881386038228011,8063.983483452072,4962.187128121114,1.0003925143977277,0.0003010024937615302,0.00040994091896634667
bhmm::mea_mu_obs[76],0.1284544726207678,0.02482607639221342,0.09414926772325122,0.17199131988621288,8063.983483452072,4962.187128121114,1.0003925143977277,0.0002756071484729497,0.0003759855434864222
bhmm::mea_mu_obs[77],0.11735834156730368,0.022730304370909702,0.08597666343656839,0.15722777189270415,8063.983483452072,4962.187128121114,1.0003925143977277,0.00025234555546914004,0.00034482204513588033
bhmm::mea_mu_obs[78],0.10722013041485219,0.020810800658794336,0.07851340819979107,0.14372978824087254,8063.983483452072,4962.187128121114,1.0003925143977277,0.00023104007138051924,0.0003162247021685125
bhmm::mea_mu_obs[79],0.09795725707930115,0.019052860977814133,0.07169794741962311,0.13138921326517838,8063.983483452072,4962.187128121114,1.0003925143977277,0.00021152754352466626,0.00028998534883022266
bhmm::mea_mu_obs[80],0.08949423753788503,0.01744298564865329,0.06547406529291339,0.12010707337757466,8063.983483452072,4962.187128121114,1.0003925143977277,0.00019365818306236372,0.0002659121365901863
bhmm::mea_mu_obs[81],0.08176207964308072,0.015968784934500227,0.05979042229782,0.10979280868949567,8063.983483452072,4962.187128121114,1.0003925143977277,0.00017729451509278235,0.0002438283565965887
bhmm::mea_mu_obs[82],0.07469772803687139,0.014618891028973457,0.05460013266076992,0.10036356659197014,8063.983483452072,4962.187128121114,1.0003925143977277,0.00016231040226018847,0.00022357132935472637
bhmm::mea_mu_obs[83],0.06824355585987364,0.013382876498350734,0.049860378176335644,0.09174355316975323,8063.983483452072,4962.187128121114,1.0003925143977277,0.00014859013997964383,0.00020499136427515254
bhmm::mea_mu_obs[84],0.06234689957383172,0.012251178696532606,0.04553205566953196,0.08386343781113341,8063.983483452072,4962.187128121114,1.0003925143977277,0.0001360276180293067,0.0001879507789930154
bhmm::mea_mu_obs[85],0.05695963335075556,0.011215029862254831,0.041579455144353274,0.0766598071605869,8063.983483452072,4962.187128121114,1.0003925143977277,0.00012452554513354784,0.00017232298302624578
bhmm::n_attack_rate,0.14092843578303796,0.0336705381831908,0.09233629868740377,0.19727614352375294,2465.6051692653336,3770.487043395079,1.0009071860400809,0.0006926686527566474,0.0007061093021360042
