,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
bhmm::e_mu_obs[21],1.347698102805403,0.1730168483088376,1.0915613752637678,1.6458228724083486,7898.148582476787,6031.441949801779,0.9999802258634674,0.0019498894616352513,0.0019217315912387425
bhmm::e_mu_obs[22],1.4037008569988374,0.18053475148063158,1.1365836661591229,1.7143825735573226,7899.151524102471,6031.757184393786,0.9999802892030379,0.0020345098748387144,0.002005865276910364
bhmm::e_mu_obs[23],1.461209089898433,0.18819692826606566,1.182918767173237,1.7849909902772194,7899.841923531058,6031.757184393786,0.9999805792903552,0.002120755406522859,0.0020911465668226902
bhmm::e_mu_obs[24],1.5201847449867365,0.19598695499671753,1.2301239235982955,1.8573293647329054,7899.775777378242,6031.260723980355,0.99998092265105,0.0022084420341980226,0.002177315269732917
bhmm::e_mu_obs[25],1.5805809130680628,0.20388632778239213,1.2788036589986473,1.931319958263902,7899.854747081067,6031.260723980355,0.9999804017499846,0.0022973625195898185,0.0022640845951087158
bhmm::e_mu_obs[26],1.6423413354631797,0.2118744289926576,1.3287091222741056,2.006871576794958,7899.3785002672585,6042.888327107668,0.9999808663596792,0.0023872860583168867,0.002351141569229797
bhmm::e_mu_obs[27],1.7053999381207472,0.21992850952653814,1.3796937906012965,2.083446122334623,7899.477449284737,6054.465439661892,0.9999815384485108,0.002477958115464707,0.0024381478971662006
bhmm::e_mu_obs[28],1.7696803956205784,0.22802369575666562,1.431660682014019,2.161091989569275,7899.418209360194,6066.478271076494,0.9999814388954389,0.0025691005416305607,0.00252474130595257
bhmm::e_mu_obs[29],1.8350957405025488,0.23613303546079167,1.4848651742886392,2.23932525479699,7899.427726024461,6031.303636066904,0.9999811434545538,0.00266041212774889,0.0026105374803093045
bhmm::e_mu_obs[30],1.9015480502595663,0.24422757706204318,1.5391218265849997,2.319437456868688,7898.164715774294,6020.267377548195,0.9999806179646468,0.002751569528604231,0.00269513254520582
bhmm::e_mu_obs[31],1.968928207129995,0.2522764749255985,1.5943943813475192,2.4007382669640904,7898.676596727973,6008.4793738874105,0.999980605698733,0.002842228485980162,0.002778106160194502
